Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011077079,0.015434569,0.01882343,0.032348479,0.100924086,0.83818042,1.291155335,2.256101304,4.271012889,7.63925676,11.70088065,18.54441859,23.6706132,29.68955349,36.0879498,44.06489862,70.92634029,81.79509695,86.11605769,90.39871075,91.99435363,98.3502263,123.0680361,129.4540207,143.1726577,145.3513872,158.8829468,146.6221873,155.2323957,159.9306644,165.5999383,161.7965917
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,80,80,80,80,60,80,80,80,80,70,60,60,60
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897.55,4099.38,4413.16,4267.39,4831.02,5174.46,5715.98,5938.9,6343.81,7114.73,7601.07,8293.8,9105.71,9709.05,10349.9,10964.38,12045.47,12846.08,13008.74,,
Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.4,7.8,6.6,2.7,3,3.7,4.1,3.2,3.2,3.1,3.2,3.2,3.3,3.4,
Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5
Average time to clear exports through customs (days),IC.CUS.DURS.EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,8.2
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.438376456,,,,,,,0.408,0.443053871,,0.445561945
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,,,,,,,,,,,,,63.77118644,66.38097871,70.19032332,68.55650155,66.86778142,63.71720765,61.02544333,61.49658412,64.89147099,61.36803614,59.47128748,59.89396538,57.91762492,58.57190635,58.39857651,56.73865815,54.27121397,51.625175,56.04359026,57.49040019,58.48982687,53.27306211,54.52639853,54.03928145,56.25819068,57.41774331,58.34555364,57.66228002,57.10333177,58.22200968,58.07665161,56.30297554,54.44604036,54.6931502,55.81915543,57.04101598,60.36991792,58.68733379,55.21257709,56.02979962,54.92643955,55.07457371,55.62356895,54.79930753,56.23387318,58.30856341,57.16910008,56.92097839,
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,20.05725423,20.57550418,20.43982407,21.24104165,20.94944862,21.49424312,21.94965923,22.05649066,22.26124899,21.37132799,22.53825467,22.32980799,23.19375307,25.15188797,24.46707153,23.88168948,24.77620493,27.77696496,25.47839088,24.71621207,22.84121619,21.62831569,21.31894529,22.02356995,22.96475454,23.0548739,23.5980988,24.08549273,23.06981538,24.00199517,22.70167597,22.70249076,24.08077882,25.7301385,26.92926906,27.25830597,26.87129411,24.65091964,25.28016675,25.62657968,25.96347124,26.9729059,28.53417837,29.04856308,28.60510761,28.5065685,28.44033803,29.35589673,
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58354,,,,0.71578,,0.76051,0.81334,0.86315,0.89815,0.88287,0.88816,0.83562,0.73704,0.73451,0.73363,0.72488,0.77115,0.79846,0.81882,0.83215,,,
"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.780833333,4.975833333,5.1975,4.7375,4.581666667,4.025,4.011666667,3.5125,3.171666667,3.368333333,3.3275,3.313333333,3.3475,3.324166667,3.263333333,3.286666667,3.129166667,3.085,3.116666667,2.8275
Total reserves minus gold (current US$),FI.RES.XGLD.CD,91000000,95010000,147500000,143500000,130510000,174510000,194020000,196020000,228160000,283160000,345530000,265943108.5,608928939.9,448872067.2,377048386.5,488829997,425227626.1,416029736.2,423160791.1,434460236.4,725838456.5,666224340.9,485317948.8,822826938.3,241869151.9,314560193.3,370024463.9,640659833.4,780103470.5,959774121.5,1008333158,898759430.1,991616032.4,1019720967,1685218535,2819869227,941556932.7,4799414924,4356853271,6353095480,6082806132,6045276919,5904239858,6495520283,13141251628,18579129695,23056918431,29588572401,30583543857,35237419576,38175057749,42595171246,43995470405,44863675894,44267418380,41619505757,42565588001,45499292863,46478274117,48919726657,47387358996
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,,,44.8,,,
Population in largest city,EN.URB.LCTY,1147725,1174562,1202065,1230212,1259058,1288499,1318670,1349547,1381191,1413488,1443042,1453818,1464690,1475613,1486633,1497734,1508935,1520188,1531540,1551264,1609474,1669700,1732267,1797179,1864617,1925491,1969351,2014211,2060157,2107020,2155016,2206438,2264303,2323520,2384371,2446815,2555956,2676412,2794141,2917048,3045543,3179320,3292493,3399183,3509485,3623048,3740450,3861657,3986966,4115979,4249354,4387051,4529409,4676386,4828133,4984804,5146559,5313563,5485986,5635127,5782747
Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,32269.9,31853.4,32150.2,33393,34374.5,35700.4,36502.3,37856.4,38728,41239.3,41675.4,42724.5,44611,45612.8,47325.4,47898.9,48154.9,48965.6,49983.8,50880.3,44490,45210,45530,45490,45600,43860,42650,41100,39710,37720,35760,34040,37230,37520,38060,39720,39670,40900,41760,42490,43360,43580,44220,44260,44600,44560,44460,44990,45140,,
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9075.825,10373.943,11100.009,11705.064,15298.724,15133.709,17231.233,18888.717,17311.907,19926.478,22900.415,32115.586,30703.791,32757.311,32632.633,37033.033,37715.095,37946.116,37025.699,35342.546,30645.119,35005.182,45811.831,48272.388,46875.261,46952.268,46981.604,41455.435,44917.083,52918.477,40648.695,41272.085,34781.495,23490.802,31851.562,34011.425,32001.909,44521.047,44623.723,30714.792,33329.363,25907.355,22467.709,39775.949,54282.601,27854.532,53123.829,59376.064,63285.086,77179.349,48268.721,62148.316,51308.664,51117.98,56684.486,60721.853,60424.826,,,,
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030075791,0.070275422,0.113818895,0.098292603,0.147711909,0.147473496,0.11850076,0.114595586,0.113725978,0.114849931,0.112417331,0.109788868,0.117016738,0.126410469,0.124684393,0.125974666,0.130240513,0.151268602,0.902309286,1.930403346,,,,,
"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000,1360201.8,11617078.3,5893145.6,14564718.7,21231945.9,38449830,40786806.3,43152656.1,42039345.3,48031432.6,59764461.1,81276651.4,98260841.7,94997124.1,152972073.3,377250130.8,382713178.3,556406009.3,645108389,621659273.6,603002467.6
Net official aid received (constant 2018 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630000.114,2390000.105,2210000.038,2319999.933,2140000.105,1639999.986,5179999.828,1080000.043,1950000.048,1570000.052,1129999.995,1120000.005,1350000.024,1159999.967,1649999.976,2829999.924,4039999.962,1159999.967,1230000.019,1011154.532,1197939.634,1353978.038,1812112.927,1412909.15,1173110.008,1289124.012,7742000.103,
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000,2661000,3985000,5142000,3135000,6961000,8260000,-1844000,-2509000,-333000,-5495000,363061000,199375000,493903000,284362000,745214000,356880000,323895000,229755000,-46474000,-89592000,-42466000
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7113,38.1457,41.5815,35.6728,43.9905,42.0492,35.8201,32.5308,22.9471,21.664,26.2715,33.7079,36.3258,33.8857,35.2716,26.6014,20.0407,17.2456,18.844,19.251,19.6882,23.309,20.6929,18.8073,21.1115,18.6343,16.2724
"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265879998.2,283749997.2,377740003.9,348970000.3,483590003.1,502059994.2,522959993,475289998.7,412979997.6,491820003.3,611350004.3,602570006.8,638910012.2,697459995.5,738919993.9,1045970009,1015329992,971119983.8,1349060036,935169992.7,1179169974,933070023.4,1215329995,1073960003,902359991.6,789430023.9,863300017.2,
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0015,159999.9964,70000.0003,90000.00358,29999.99933,29999.99933,79999.99821,270000.0107,340000.0036,829999.9833,1169999.957,899999.9762,1519999.981,1019999.981,920000.0167,750000,430000.0072,100000.0015,90000.00358,59999.99866,29999.99933,50000.00075,100000.0015,150000.006,
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,894000000,743020000,837000000,1094000000,2102300000,5188400000,2602660000,2593830000,3415490000,1832370000,2429540000,5184670000,9899210000,4405510000,7399170000,8245810000,8078710000,7242640000,7914560000,13356750000,15947900000,26646700000,42069040000,54282820000,72818840000,70501850000,35362320000,47686360000,49058710000,83768360000,1.11313E+11,1.7374E+11,2.57725E+11,2.02637E+11,2.17514E+11,2.77224E+11,2.25831E+11,2.26864E+11,2.3225E+11,2.45697E+11,2.33988E+11,4.02439E+11,4.09717E+11,2.95012E+11,2.84817E+11,2.93832E+11
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,250599899.9,257599897.1,268799892.6,302399879.2,309399876.4,327599869.1,377999849,426999829.4,468999812.6,506799797.5,587999765,703190504.9,743726532,991571230.2,1249094465,1483948140,1281099999,1419099999,1676699999,2029111574,2488257605,2612373641,2328616200,2295172041,2131602855,1766865631,1927389571,2351790105,2430228998,2915349537,3433970211,3191023922,3353351076,3277558510,3750650321,4618686900,5068660328,5394482015,5395955955,5209872260,5045602095,4845268897,5110273842,8658809340,10199098424,11828676645,12841720653,14624569127,13809654227,12975619669,16193533644,17480710045,17892008067,17119749869,17198249747,15555730035,14965188304,16533979464,17079222780,15902473352,8652508517
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,377999849,622999751,741999703.5,550199780.1,271599891.5,6999997.203,366799853.4,160999935.7,557199777.3,247799901,-403199838.9,-584923866,679511764,908040822.7,60548185.95,-541475530.7,-190899999.8,2359799998,3474149997,5705585614,7235873983,-170085899.3,684633643.6,4154047703,2097642637,5544375942,6565404522,9326975335,6828837706,5565106948,6531911292,5758157972,6304711731,7539538288,4408088554,2390834897,2870781637,2328638122,2002679495,4022986276,4724962991,5264844561,4756139235,3430561534,-281482250,-311045257.5,-3469487836,-2570404092,-1932391722,3674065122,8191926027,6696435829,-4808880713,-7658521274,-5818694650,-4289888909,1870008761,4417017302,1742858683,2622187307,17759321787
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,15.6424581,14.53488372,16.23036649,15.16393443,13.91941392,13.19018405,11.95335277,12.43523316,12.13592233,11.57894737,10.78767123,10.76903252,11.06760947,11.48410429,10.67900361,12.19399304,13.73584906,14.08540472,13.59912616,13.40764558,11.98215718,12.44245043,12.10090403,13.77677712,13.25409368,13.54852683,12.99959986,11.04217335,8.736755217,8.612508421,10.9426707,8.264049348,8.409412234,8.052077983,8.568866008,13.5990469,8.634362176,8.393082574,7.222325911,6.894805532,6.502215852,5.34721288,5.446509272,4.96541568,5.229075039,5.448859573,4.469060352,3.940927422,3.010394814,1.796910226,2.432880671,2.584486177,2.990569222,3.227314664,3.939045457,4.121388544,3.975340451,3.709276343,4.07285277,3.690700082,5.569369325
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.587350734,1.661236433,,,,,,,,,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,137.098441,129.2667044,128.2608696,145.1054852,143.6291913,134.9842271,101.5480542,119.6129337,97.02517162,104.5360825,110.629145,115.7991019,114.9413901,108.9793061,111.5990757,111.937216,106.2722154,104.5759306,110.0383124,115.1880952,128.8282132,138.0987203,110.8744949,97.89156504,101.3429265,108.1692208,103.2117391,97.96445498,101.1424516,96.92432099,98.50925063,97.70666667,109.3598288,108.4968263,96.69692385,94.6098623,90.23002134,97.63033175,97.33082707,128.3460472,132.309561,144.9700899,111.2757738,134.7235967,104.8142346,264.101883,242.5707246,262.3684613,163.6362271,230.0239908,361.5556994,324.342633,143.0942086,153.5354241,149.2063492,141.2417763,238.147139,238.147139,,
Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1.731958763,1.557696249,1.06141463,0.619862362,0.274395882,0.3765211,0.373984348,0.166286109,0.20898405,0.241854023,0.261974173,0.249723844,0.208760445,0.275653317,0.346962008,0.265619546,0.345698798,0.361380745,0.298659033,0.016077592,0.061003082,0.025870756,0.035143729,0.012592435,0.020954109,0.032000057,0.012558974,0.007475233,0.029372082,0.034266766,0.013945897,0.018888482,0.136026634,2.041187782,3.170752673,3.991727447,4.026237932,4.873831264,1.630309294,2.983344198,3.916134285,3.39177372,3.337432072,4.517285672,4.345609909,4.481331524,5.883761955,8.611115506,8.224141976,13.07142769,11.21991316,13.71315261,12.74264155,14.58478294,11.53531054,10.96041469,11.21388841,11.93116291,11.87329317,13.1683014,
Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,24,27.21893491,24.06417112,20.16806723,20.52238806,18.49529781,19.40298507,19.62864721,20.44887781,21.81425486,23.77622378,24.06176513,26.95944146,24.87832268,25.62894822,24.28477078,26.07361963,25.53606238,23.64939361,25.3748962,24.22049959,21.75196853,23.20911062,24.38882254,23.90608816,19.89709559,24.05886685,28.66369829,31.65613727,27.48209579,30.76884027,31.73260482,36.87362369,41.17846415,38.00098615,32.0653593,31.79175873,33.70173737,34.83494101,36.24837591,36.68019198,36.68306486,33.68910316,36.82020225,31.37145616,28.44686331,24.76575818,25.01615861,26.94183067,28.21925981,29.48823069,26.20200825,22.3194997,19.57069561,18.94381932,19.59432433,19.18956735,20.11190334,20.48964911,19.49447324,8.401326816
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1629000000,1460000000,1476000000,1771000000,2281000000,2563000000,2395000000,2780000000,2789000000,3189000000,3843000000,4364000000,3948000000,5163000000,7856000000,8293000000,7285000000,6270000000,7615000000,8989000000,19598000000,22925000000,18407000000,15813000000,15955000000,11319000000,12992000000,15277000000,18723000000,18498000000,18399000000,18829000000,19738000000,19991000000,23363000000,30546000000,30182000000,32998000000,29242000000,26696000000,29695000000,28248000000,29267000000,39748000000,53466000000,62304000000,78715000000,88450000000,1.0164E+11,74054000000,96835000000,1.2443E+11,1.27154E+11,1.2633E+11,1.2195E+11,1.04651E+11,91692000000,1.01576E+11,1.13972E+11,1.07539E+11,84063000000
"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.07,27,,27,27,27,26.86,26.86,26.86,26.86,26.86,27.16,27.16,27.16,27.16,27.16,27.32,27.32,27.32,27.32,27.32,27.54,27.54,27.54,27.54
"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25,17.24,,17.24,17.24,17.24,17.13,17.13,17.13,17.13,17.13,17.07,17.07,17.07,17.07,17.07,17.12,17.12,17.12,17.12,17.12,17.15,17.15,17.15,17.15
Urban population,SP.URB.TOTL,7971773,8200255,8427007,8662568,8906583,9158948,9419477,9688362,9966368,10254488,10551343,10849636,11158598,11475653,11797250,12121151,12445372,12771480,13105135,13454233,13828616,14253244,14700152,15162768,15630399,16134215,16716157,17299431,17891633,18505775,19149880,19822818,20511179,21212381,21906216,22576689,23218614,23836114,24431487,25011820,25582582,26143327,26720456,27305505,27898739,28506191,29131015,29774437,30442138,31137755,31866173,32630279,33428280,34248628,35078456,35905875,36726640,37540921,38348227,39149715,39946775
Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.74192,,,,74.03787,,110.06183,109.44225,109.61099,130.57869,123.38131,120.9816,114.74907,105.62145,107.04727,124.58771,128.6247,141.7438,138.81214,134.55643,129.50941,,,
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,294119,302564,310132,317037,323626,330083,339177,347961,356688,365592,374838,387551,400131,412432,424318,435758,450096,463596,476437,488770,500732,517451,533150,547749,561142,573316,590316,606145,621370,636753,652983,677969,704896,733535,763484,794583,818447,839118,856713,871296,883020,897298,907306,913891,917860,919737,937128,952190,964653,974175,980894,1005013,1028504,1052597,1078895,1108459,1145860,1182908,1219000,1253381,1285813
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.552403947,5.514939519,5.496968584,5.491704419,5.48917273,5.482624246,5.456880325,5.431947299,5.410847255,5.397413004,5.393028072,5.38147807,5.377483738,5.37949836,5.386131036,5.395777739,5.388846497,5.392519931,5.396700781,5.38653794,5.355948719,5.30932509,5.240194735,5.175842812,5.153750816,5.191095435,5.260851571,5.384045439,5.53211904,5.665175734,5.762252493,5.854849794,5.925617512,5.985666666,6.05105324,6.129640721,6.180506987,6.236365466,6.298164866,6.364474868,6.433681856,6.451347196,6.471982474,6.501383872,6.544863579,6.605718355,6.660471762,6.71914497,6.77484902,6.820477067,6.856700381,6.890041796,6.901905217,6.90712937,6.932403007,6.997053231,7.145780322,7.333463628,7.539651861,7.735020395,7.900968468
"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.60276138,10.76984821,11.01694107,11.31055122,11.58010853,11.75857811,11.83975391,11.86399102,11.85083302,11.82770768,11.80887104,11.79478848,11.78789802,11.78667544,11.78380302,11.76904428,11.74470505,11.72660697,11.71194769,11.69904111,11.687879,11.6902056,11.69191682,11.69400178,11.68931042,11.66532521,11.60893433,11.5497123,11.49356724,11.46690336,11.49814201,11.53986146,11.62356816,11.72638656,11.80751214,11.83449478,11.89376019,11.89647116,11.84926666,11.75020189,11.58740394,11.40734214,11.17378514,10.90126526,10.61421923,10.33252976,10.06779271,9.814601422,9.577799051,9.36238713,9.172984368,9.000024941,8.859250333,8.746955509,8.670895659,8.645703744,8.684095103,8.765606743,8.873315053,8.97507371,9.043203134
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,36.1838894,36.6591052,37.134321,37.6952984,38.2562758,38.8172532,39.3782306,39.939208,40.6220984,41.3049888,41.9878792,42.6707696,43.35366,44.057106,44.760552,45.463998,46.167444,46.87089,47.5696544,48.2684188,48.9671832,49.6659476,50.364712,51.3025646,52.2404172,53.1782698,54.1161224,55.053975,54.9219318,54.7898886,54.6578454,54.5258022,54.393759,52.2726572,50.1515554,48.0304536,45.9093518,43.78825,41.8507916,39.9133332,37.9758748,36.0384164,34.100958,34.114456,34.127954,34.141452,34.15495,34.168448,36.1901972,38.2119464,40.2336956,42.2554448,44.277194,45.3991108,46.5210276,47.6429444,48.7648612,49.886778,50.3540324,50.8212868,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,27,,39,,,44,,42,,,50,47,50,,
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31999969,21.05999947,25.32999992,26.32999992,27.30999947,27.07999992,24.40999985,23.55999947,22.57999992,21.51000023,19.69000053,21.88999939,22.84000015,22.55999947,22.84000015,22.95000076,23.14999962,23.20000076,24.53000069,25.20000076,25.12999916,26.79000092,27.73999977
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49000168,56.02999878,59.88000107,61.27000046,56.65999985,56.25,54.63000107,52.52999878,45.59000015,48.34000015,51.18000031,50.25,51.70000076,51.43000031,51.29000092,50.13000107,53.34999847,53.20000076,53.40999985,57.04999924,59.36000061
